match.id	match.id.slot	duration.min	radiant.win	num.players	player.slot	kills	deaths	assists	gold.p.min	xp.p.min	isRadiant	win	hero.dmg	hero.heal	last.hits	denies	tower.dmg	runes	obs.set	stuns	first.blood	match.kills
5579110778	5579110778|0	9.75	False	10	0	1	4	2	145	86	True	0	2131	0	0	0	0	2.0	2.0	14.830928	0	16
5579110778	5579110778|1	9.75	False	10	1	0	1	0	338	425	True	0	3629	0	53	4	310	0.0	1.0	0.0	0	16
5579110778	5579110778|2	9.75	False	10	2	1	3	2	259	276	True	0	3161	0	28	8	79	3.0	0.0	0.0	0	16
5579110778	5579110778|3	9.75	False	10	3	1	3	2	161	174	True	0	4347	264	2	1	0	0.0	1.0	0.0	0	16
5579110778	5579110778|4	9.75	False	10	4	2	2	0	296	273	True	0	3337	0	35	0	0	0.0	0.0	0.0	0	16
5579110778	5579110778|128	9.75	False	10	128	0	4	3	191	149	False	1	1392	132	12	6	148	1.0	2.0	0.0	0	16
5579110778	5579110778|129	9.75	False	10	129	4	0	3	318	289	False	1	4837	368	15	0	0	1.0	2.0	3.6324618	1	16
5579110778	5579110778|130	9.75	False	10	130	3	0	3	347	386	False	1	4626	0	38	23	201	0.0	0.0	21.061028	0	16
5579110778	5579110778|131	9.75	False	10	131	0	1	4	292	287	False	1	2454	0	41	7	0	2.0	0.0	5.998535	0	16
5579110778	5579110778|132	9.75	False	10	132	4	0	2	458	547	False	1	6933	0	58	9	557	2.0	2.0	6.631567	0	16
5579135423	5579135423|0	64.6	True	10	0	19	5	15	878	783	True	1	71490	31713	755	6	27314	2.0	0.0	59.16311	0	77
5579135423	5579135423|1	64.6	True	10	1	4	9	20	387	593	True	1	28682	0	170	3	795	15.0	3.0	101.7928	0	77
5579135423	5579135423|2	64.6	True	10	2	10	8	14	613	740	True	1	30636	30	555	12	6565	6.0	1.0	77.11952	0	77
5579135423	5579135423|3	64.6	True	10	3	4	10	27	458	533	True	1	50313	400	308	12	4722	8.0	0.0	0.0	0	77
5579135423	5579135423|4	64.6	True	10	4	2	6	20	355	483	True	1	13207	0	128	1	766	13.0	25.0	38.377316	0	77
5579135423	5579135423|128	64.6	True	10	128	4	10	28	369	654	False	0	38897	3376	185	1	268	9.0	4.0	20.827637	0	77
5579135423	5579135423|129	64.6	True	10	129	16	5	11	626	655	False	0	43340	50	501	18	1954	17.0	2.0	9.565918	0	77
5579135423	5579135423|130	64.6	True	10	130	2	11	22	399	537	False	0	24874	0	270	10	1324	7.0	0.0	58.92782	0	77
5579135423	5579135423|131	64.6	True	10	131	13	4	17	884	708	False	0	92317	0	791	14	10993	8.0	0.0	5.518799	1	77
5579135423	5579135423|132	64.6	True	10	132	2	10	24	282	469	False	0	16083	5779	51	6	0	1.0	23.0	128.77411	0	77
5579155740	5579155740|0	23.6	True	10	0	5	3	16	298	398	True	1	9802	2565	25	3	244	1.0	7.0	26.193115	0	40
5579155740	5579155740|1	23.6	True	10	1	1	5	11	280	414	True	1	8902	50	49	1	329	2.0	1.0	41.149776	0	40
5579155740	5579155740|2	23.6	True	10	2	6	0	13	499	646	True	1	17997	0	163	10	4433	4.0	1.0	2.508545	0	40
5579155740	5579155740|3	23.6	True	10	3	6	3	6	425	513	True	1	14052	0	115	8	323	7.0	2.0	5.01709	0	40
5579155740	5579155740|4	23.6	True	10	4	11	0	14	608	730	True	1	12047	0	172	25	1411	2.0	0.0	17.852852	0	40
5579155740	5579155740|128	23.6	True	10	128	2	5	3	487	579	False	0	10997	125	227	4	1367	7.0	0.0	22.741749	0	40
5579155740	5579155740|129	23.6	True	10	129	4	3	4	449	461	False	0	11330	0	176	12	1172	1.0	0.0	0.0	0	40
5579155740	5579155740|130	23.6	True	10	130	2	8	7	195	199	False	0	4090	400	9	1	0	2.0	9.0	18.378296	1	40
5579155740	5579155740|131	23.6	True	10	131	2	5	4	288	392	False	0	14372	0	75	14	179	3.0	1.0	0.0	0	40
5579155740	5579155740|132	23.6	True	10	132	1	8	6	203	282	False	0	12444	125	30	0	0	1.0	2.0	25.345457	0	40
5579265745	5579265745|0	35.95	False	10	0	4	1	4	476	533	True	0	11305	330	264	5	419	9.0	1.0	20.194408	0	32
5579265745	5579265745|1	35.95	False	10	1	0	5	6	231	355	True	0	7558	380	62	5	0	7.0	6.0	53.5354	0	32
5579265745	5579265745|2	35.95	False	10	2	5	6	0	613	668	True	0	10756	0	342	10	0	1.0	0.0	18.491821	0	32
5579265745	5579265745|3	35.95	False	10	3	2	3	7	382	346	True	0	6096	0	103	3	572	4.0	0.0	17.686012	0	32
5579265745	5579265745|4	35.95	False	10	4	0	5	6	236	299	True	0	7333	994	66	4	0	2.0	9.0	15.40271	0	32
5579265745	5579265745|128	35.95	False	10	128	5	2	10	773	900	False	1	11907	0	503	4	12041	5.0	0.0	13.274169	0	32
5579265745	5579265745|129	35.95	False	10	129	4	2	11	310	506	False	1	15612	1874	89	3	134	3.0	3.0	8.842163	0	32
5579265745	5579265745|130	35.95	False	10	130	2	4	12	427	492	False	1	12707	280	190	12	184	6.0	0.0	45.99414	0	32
5579265745	5579265745|131	35.95	False	10	131	4	0	5	679	813	False	1	17486	0	420	21	10405	8.0	2.0	22.119701	0	32
5579265745	5579265745|132	35.95	False	10	132	5	4	8	282	318	False	1	7282	6392	42	9	334	4.0	11.0	28.462963	1	32
5579342689	5579342689|0	42.87	True	10	0	1	7	31	349	517	True	1	10900	5738	46	1	538	7.0	11.0	0.0	1	68
5579342689	5579342689|1	42.87	True	10	1	7	7	25	457	617	True	1	19242	4562	125	1	779	9.0	7.0	47.31435	0	68
5579342689	5579342689|2	42.87	True	10	2	15	1	25	738	816	True	1	37863	0	367	14	7138	14.0	2.0	7.5498047	0	68
5579342689	5579342689|3	42.87	True	10	3	21	1	22	801	806	True	1	72942	0	376	4	18510	6.0	0.0	37.89433	0	68
5579342689	5579342689|4	42.87	True	10	4	3	4	30	405	669	True	1	9683	3539	139	8	1260	1.0	0.0	32.864796	0	68
5579342689	5579342689|128	42.87	True	10	128	1	15	7	228	233	False	0	8080	1952	66	2	0	2.0	13.0	28.252125	0	68
5579342689	5579342689|129	42.87	True	10	129	7	9	9	254	434	False	0	20726	0	45	0	70	5.0	2.0	10.03418	0	68
5579342689	5579342689|130	42.87	True	10	130	2	8	11	390	576	False	0	32045	0	262	10	2474	5.0	1.0	7.525635	0	68
5579342689	5579342689|131	42.87	True	10	131	6	12	9	321	344	False	0	21784	1447	135	16	326	3.0	1.0	1.7727051	0	68
5579342689	5579342689|132	42.87	True	10	132	4	4	7	661	665	False	0	38419	90	536	12	1884	0.0	0.0	0.0	0	68
5549756490	5549756490|0	34.05	False	10	0	0	11	8	202	284	True	0	7080	1014	36	1	75	3.0	11.0	0.0	0	51
5549756490	5549756490|1	34.05	False	10	1	3	5	9	410	548	True	0	20344	0	215	6	36	5.0	1.0	75.1081	0	51
5549756490	5549756490|2	34.05	False	10	2	1	6	9	310	435	True	0	10702	0	146	4	454	2.0	0.0	45.92542	0	51
5549756490	5549756490|3	34.05	False	10	3	4	12	8	275	391	True	0	12298	396	51	2	38	6.0	3.0	20.962526	0	51
5549756490	5549756490|4	34.05	False	10	4	7	5	8	647	570	True	0	16896	0	348	25	5905	1.0	0.0	3.010254	0	51
5549756490	5549756490|128	34.05	False	10	128	19	1	12	737	848	False	1	33539	0	315	6	7912	5.0	0.0	0.0	0	51
5549756490	5549756490|129	34.05	False	10	129	9	2	19	632	846	False	1	24108	0	315	9	1704	9.0	2.0	24.013887	0	51
5549756490	5549756490|130	34.05	False	10	130	3	3	27	514	564	False	1	20271	0	147	5	967	6.0	0.0	56.234055	0	51
