match_id	match_id_slot	duration_min	radiant_win	num_players	player_slot	kills	deaths	assists	gold_per_min	xp_per_min	isRadiant	win	first_blood_kill
5613672956	5613672956|128	50.78	True	10	128	2	16	16	237	328	False	0	0
5613672956	5613672956|129	50.78	True	10	129	14	9	8	406	524	False	0	0
5613672956	5613672956|130	50.78	True	10	130	3	14	17	271	443	False	0	0
5613672956	5613672956|131	50.78	True	10	131	7	8	20	458	571	False	0	0
5613672956	5613672956|132	50.78	True	10	132	10	4	10	786	843	False	0	0
5613792031	5613792031|0	34.08	True	10	0	6	1	16	589	597	True	1	0
5613792031	5613792031|1	34.08	True	10	1	10	4	14	613	787	True	1	0
5613792031	5613792031|2	34.08	True	10	2	5	2	12	482	592	True	1	0
5613792031	5613792031|3	34.08	True	10	3	5	5	15	457	483	True	1	1
5613792031	5613792031|4	34.08	True	10	4	7	2	7	767	832	True	1	0
5613792031	5613792031|128	34.08	True	10	128	3	6	7	246	359	False	0	0
5613792031	5613792031|129	34.08	True	10	129	0	9	11	198	290	False	0	0
5613792031	5613792031|130	34.08	True	10	130	2	6	8	339	511	False	0	0
5613792031	5613792031|131	34.08	True	10	131	2	8	10	371	486	False	0	0
5613792031	5613792031|132	34.08	True	10	132	6	4	6	489	594	False	0	0
5568096294	5568096294|0	30.58	True	10	0	5	8	15	344	383	True	1	0
5568096294	5568096294|1	30.58	True	10	1	3	4	18	290	505	True	1	0
5568096294	5568096294|2	30.58	True	10	2	7	4	17	466	600	True	1	0
5568096294	5568096294|3	30.58	True	10	3	10	3	18	595	735	True	1	1
5568096294	5568096294|4	30.58	True	10	4	16	0	11	836	958	True	1	0
5568096294	5568096294|128	30.58	True	10	128	3	3	4	424	618	False	0	0
5568096294	5568096294|129	30.58	True	10	129	0	9	13	209	290	False	0	0
5568096294	5568096294|130	30.58	True	10	130	5	7	7	502	521	False	0	0
5568096294	5568096294|131	30.58	True	10	131	3	9	11	235	358	False	0	0
5568096294	5568096294|132	30.58	True	10	132	3	13	8	344	327	False	0	0
5569301940	5569301940|0	31.82	False	10	0	0	8	8	276	331	True	0	0
5569301940	5569301940|1	31.82	False	10	1	2	7	5	513	514	True	0	0
5569301940	5569301940|2	31.82	False	10	2	3	7	3	401	413	True	0	0
5569301940	5569301940|3	31.82	False	10	3	5	5	1	393	541	True	0	0
5569301940	5569301940|4	31.82	False	10	4	2	15	7	186	257	True	0	0
5569301940	5569301940|128	31.82	False	10	128	9	1	9	701	712	False	1	1
5569301940	5569301940|129	31.82	False	10	129	11	3	18	544	717	False	1	0
5569301940	5569301940|130	31.82	False	10	130	3	2	23	328	478	False	1	0
5569301940	5569301940|131	31.82	False	10	131	4	4	23	489	573	False	1	0
5569301940	5569301940|132	31.82	False	10	132	14	3	15	398	555	False	1	0
5569410227	5569410227|0	32.55	False	10	0	0	8	4	243	336	True	0	0
5569410227	5569410227|1	32.55	False	10	1	7	5	2	548	615	True	0	0
5569410227	5569410227|2	32.55	False	10	2	1	9	7	363	453	True	0	0
5569410227	5569410227|3	32.55	False	10	3	2	7	6	348	307	True	0	0
5569410227	5569410227|4	32.55	False	10	4	1	7	7	206	293	True	0	0
5569410227	5569410227|128	32.55	False	10	128	9	2	11	718	666	False	1	0
5569410227	5569410227|129	32.55	False	10	129	15	2	11	538	697	False	1	0
5569410227	5569410227|130	32.55	False	10	130	1	4	17	324	297	False	1	0
5569410227	5569410227|131	32.55	False	10	131	7	1	18	614	657	False	1	1
5569410227	5569410227|132	32.55	False	10	132	3	2	21	383	572	False	1	0
5569443087	5569443087|0	31.08	True	10	0	4	3	9	346	366	True	1	0
5569443087	5569443087|1	31.08	True	10	1	8	3	7	548	535	True	1	0
5569443087	5569443087|2	31.08	True	10	2	1	3	19	292	401	True	1	0
5569443087	5569443087|3	31.08	True	10	3	5	0	3	786	824	True	1	1
5569443087	5569443087|4	31.08	True	10	4	8	4	11	490	516	True	1	0
5569443087	5569443087|128	31.08	True	10	128	2	6	9	237	285	False	0	0
5569443087	5569443087|129	31.08	True	10	129	0	5	9	248	331	False	0	0
5569443087	5569443087|130	31.08	True	10	130	7	4	3	490	585	False	0	0
5569443087	5569443087|131	31.08	True	10	131	1	4	5	298	344	False	0	0
5569443087	5569443087|132	31.08	True	10	132	3	7	7	418	365	False	0	0
5569507999	5569507999|0	45.57	False	10	0	4	8	18	458	492	True	0	0
5569507999	5569507999|1	45.57	False	10	1	9	6	9	458	551	True	0	0
5569507999	5569507999|2	45.57	False	10	2	17	5	9	544	748	True	0	0
5569507999	5569507999|3	45.57	False	10	3	2	11	17	228	384	True	0	0
5569507999	5569507999|4	45.57	False	10	4	3	9	14	298	439	True	0	0
5569507999	5569507999|128	45.57	False	10	128	17	2	12	1015	790	False	1	1
5569507999	5569507999|129	45.57	False	10	129	2	6	20	343	381	False	1	0
5569507999	5569507999|130	45.57	False	10	130	8	10	11	282	415	False	1	0
5569507999	5569507999|131	45.57	False	10	131	2	8	22	398	633	False	1	0
5569507999	5569507999|132	45.57	False	10	132	8	9	17	414	591	False	1	0
5494563706	5494563706|0	32.62	False	10	0	1	4	0	470	541	True	0	0
5494563706	5494563706|1	32.62	False	10	1	3	2	1	474	571	True	0	0
5494563706	5494563706|2	32.62	False	10	2	1	6	5	400	410	True	0	0
5494563706	5494563706|3	32.62	False	10	3	3	4	3	293	359	True	0	0
5494563706	5494563706|4	32.62	False	10	4	0	8	2	292	328	True	0	0
5494563706	5494563706|128	32.62	False	10	128	4	2	8	740	739	False	1	1
5494563706	5494563706|129	32.62	False	10	129	8	0	8	561	702	False	1	0
5494563706	5494563706|130	32.62	False	10	130	7	1	10	566	719	False	1	0
5494563706	5494563706|131	32.62	False	10	131	4	3	10	342	514	False	1	0
5494563706	5494563706|132	32.62	False	10	132	1	2	17	275	439	False	1	0
5495466370	5495466370|0	44.38	False	10	0	3	8	10	448	527	True	0	0
5495466370	5495466370|1	44.38	False	10	1	13	3	3	694	696	True	0	0
