year,country,region,pf_ss_women_fgm,pf_ss_women_inheritance,pf_movement_women,pf_identity_sex_female,pf_identity_divorce,pf_score,ef_score,hf_score,sex,age,suicides_no,population,suicides_p100k,gdp_per_capita
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,male,35-54,467,1580637,29.55,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,male,25-34,157,752372,20.87,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,male,15-24,84,565782,14.85,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,female,75+,54,464061,11.64,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,female,55-74,107,1356408,7.89,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,female,35-54,94,1509758,6.23,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,female,25-34,26,711374,3.65,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,female,15-24,11,540106,2.04,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,female,5-14,1,500027,0.2,20859
2014,Czech Republic,Eastern Europe,10,10,10,10,10,9.019314457,7.46,8.239657228,male,5-14,1,527532,0.19,20859
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,male,75+,61,172150,35.43,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,male,55-74,155,645001,24.03,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,male,35-54,178,784300,22.7,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,female,75+,36,248889,14.46,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,male,25-34,43,333712,12.89,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,male,15-24,31,370570,8.37,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,female,35-54,59,774379,7.62,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,female,55-74,50,666386,7.5,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,female,25-34,7,325866,2.15,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,female,15-24,7,354099,1.98,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,female,5-14,1,323749,0.31,66114
2014,Denmark,Western Europe,10,10,10,10,10,9.405680536,7.81,8.607840268,male,5-14,1,340065,0.29,66114
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,male,75+,25,184452,13.55,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,male,15-24,164,1484064,11.05,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,male,25-34,123,1271545,9.67,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,male,55-74,74,834436,8.87,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,male,35-54,153,1794205,8.53,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,female,15-24,77,1440731,5.34,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,female,25-34,33,1262288,2.61,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,male,5-14,28,1560323,1.79,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,female,55-74,16,897482,1.78,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,female,5-14,18,1497410,1.2,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,female,35-54,22,1836144,1.2,7116
2014,Ecuador,Latin America & the Caribbean,10,10,10,10,10,7.387582246,5.66,6.523791123,female,75+,1,232065,0.43,7116
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,male,75+,19,87989,21.59,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,male,25-34,77,415163,18.55,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,male,35-54,85,586412,14.49,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,male,55-74,44,308802,14.25,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,male,15-24,51,635499,8.03,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,female,75+,9,114804,7.84,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,female,15-24,33,653215,5.05,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,female,25-34,24,501438,4.79,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,female,35-54,27,758979,3.56,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,female,55-74,11,407576,2.7,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,female,5-14,4,601023,0.67,3965
2014,El Salvador,Latin America & the Caribbean,10,10,10,10,10,7.491164799,7.35,7.4205824,male,5-14,2,625429,0.32,3965
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,male,75+,26,33259,78.17,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,male,55-74,50,124940,40.02,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,male,25-34,39,97957,39.81,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,male,35-54,57,177676,32.08,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,male,15-24,19,73521,25.84,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,female,75+,13,84886,15.31,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,female,35-54,16,180093,8.88,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,female,25-34,8,92159,8.68,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,female,55-74,10,172116,5.81,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,male,5-14,2,69999,2.86,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,female,15-24,1,69127,1.45,21117
2014,Estonia,Eastern Europe,10,10,10,10,10,9.000505299,7.79,8.395252649,female,5-14,0,66119,0,21117
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,male,75+,61,175827,34.69,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,male,25-34,110,356059,30.89,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,male,35-54,207,708947,29.2,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,male,55-74,157,654576,23.98,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,male,15-24,63,332717,18.94,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,female,25-34,37,336774,10.99,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,female,35-54,60,687641,8.73,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,female,55-74,59,700011,8.43,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,female,15-24,22,318826,6.9,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,female,75+,11,294322,3.74,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,female,5-14,1,290448,0.34,52832
2014,Finland,Western Europe,10,10,10,10,10,9.486705087,7.79,8.638352543,male,5-14,1,303796,0.33,52832
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,male,75+,1324,2243922,59,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,male,35-54,2536,8426009,30.1,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,male,55-74,1825,6655516,27.42,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,male,25-34,680,3877350,17.54,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,female,75+,424,3677450,11.53,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,female,55-74,744,7300857,10.19,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,female,35-54,778,8608404,9.04,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,male,15-24,282,3841223,7.34,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,female,25-34,170,3985618,4.27,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,female,15-24,92,3711936,2.48,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,male,5-14,14,4069116,0.34,47318
2014,France,Western Europe,10,10,10,10,10,8.934746353,7.36,8.147373177,female,5-14,12,3878553,0.31,47318
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,male,75+,22,92600,23.76,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,male,55-74,58,298900,19.4,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,male,35-54,53,491300,10.79,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,female,55-74,18,392200,4.59,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,male,15-24,12,264500,4.54,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,male,25-34,13,288500,4.51,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,female,75+,5,169900,2.94,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,female,15-24,5,251400,1.99,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,female,25-34,3,286500,1.05,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,female,35-54,5,542700,0.92,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,female,5-14,0,183700,0,4757
2014,Georgia,Caucasus & Central Asia,10,5,10,10,10,7.771881844,8.02,7.895940922,male,5-14,0,208400,0,4757
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,male,75+,1608,3300059,48.73,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,male,55-74,2410,9358747,25.75,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,male,35-54,2444,11949414,20.45,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,male,25-34,750,5179803,14.48,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,female,75+,621,5151214,12.06,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,male,15-24,397,4452615,8.92,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,female,55-74,855,10013338,8.54,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,female,35-54,801,11728001,6.83,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,female,25-34,182,5005685,3.64,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,female,15-24,121,4215773,2.87,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,male,5-14,20,3695813,0.54,50167
2014,Germany,Western Europe,10,10,10,10,10,9.302399068,7.67,8.486199534,female,5-14,8,3501907,0.23,50167
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,male,75+,71,487215,14.57,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,male,55-74,143,1149730,12.44,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,male,35-54,165,1564680,10.55,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,male,25-34,42,702789,5.98,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,male,15-24,28,572505,4.89,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,female,75+,20,674567,2.96,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,female,55-74,34,1280401,2.66,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,female,35-54,42,1629438,2.58,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,female,25-34,12,689746,1.74,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,female,15-24,7,552323,1.27,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,male,5-14,1,551030,0.18,22834
2014,Greece,Eastern Europe,10,5,10,10,5,8.143170861,6.81,7.47658543,female,5-14,0,526123,0,22834
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,male,35-54,101,1240265,8.14,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,male,55-74,39,520628,7.49,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,male,25-34,87,1228328,7.08,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,male,15-24,116,1713439,6.77,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,male,75+,7,130569,5.36,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,female,15-24,85,1676831,5.07,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,female,25-34,32,1279793,2.5,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,female,55-74,8,629002,1.27,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,female,35-54,18,1471960,1.22,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,female,5-14,13,1906536,0.68,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,male,5-14,6,1987907,0.3,4210
2014,Guatemala,Latin America & the Caribbean,10,10,10,10,10,6.954734744,7.65,7.302367372,female,75+,0,161932,0,4210
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,male,75+,179,237767,75.28,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,male,55-74,600,1063532,56.42,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,male,35-54,495,1422078,34.81,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,male,25-34,130,648134,20.06,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,female,75+,81,508688,15.92,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,female,55-74,183,1351899,13.54,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,male,15-24,72,595596,12.09,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,female,35-54,152,1423878,10.68,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,female,25-34,23,624055,3.69,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,female,15-24,8,564343,1.42,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,male,5-14,2,499483,0.4,14886
2014,Hungary,Eastern Europe,10,10,10,10,10,8.56729854,7.36,7.96364927,female,5-14,0,473335,0,14886
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,male,75+,5,8491,58.89,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,male,25-34,9,23711,37.96,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,male,55-74,8,31027,25.78,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,male,15-24,4,24185,16.54,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,male,35-54,7,42731,16.38,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,female,35-54,4,42655,9.38,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,female,75+,1,11043,9.06,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,female,25-34,2,22708,8.81,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,female,15-24,2,22989,8.7,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,female,55-74,2,30942,6.46,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,female,5-14,0,21544,0,56833
2014,Iceland,Western Europe,10,10,10,10,10,9.246633729,7.23,8.238316864,male,5-14,0,22446,0,56833
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,male,35-54,165,675986,24.41,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,male,25-34,80,337977,23.67,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,male,15-24,63,267635,23.54,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,male,55-74,81,421555,19.21,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,male,75+,8,103238,7.75,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,female,35-54,39,678830,5.75,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,female,25-34,20,353379,5.66,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,female,15-24,11,261032,4.21,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,female,55-74,15,432815,3.47,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,female,75+,2,141441,1.41,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,male,5-14,2,335330,0.6,59634
2014,Ireland,Western Europe,10,10,10,10,10,8.795600202,8.12,8.457800101,female,5-14,0,318825,0,59634
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,male,75+,32,164959,19.4,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,male,35-54,125,925543,13.51,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,male,55-74,54,577076,9.36,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,male,25-34,41,580208,7.07,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,male,15-24,35,633544,5.52,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,female,75+,11,236381,4.65,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,female,55-74,24,645102,3.72,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,female,35-54,29,949566,3.05,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,female,25-34,13,576407,2.26,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,female,15-24,10,607031,1.65,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,male,5-14,7,753317,0.93,41869
2014,Israel,Middle East & North Africa,10,10,5,10,10,7.461034486,7.45,7.455517243,female,5-14,1,717118,0.14,41869
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,male,75+,670,2566489,26.11,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,male,55-74,947,6738488,14.05,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,male,35-54,1123,9296191,12.08,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,male,25-34,300,3494152,8.59,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,male,15-24,170,3066963,5.54,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,female,35-54,371,9446533,3.93,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,female,75+,158,4042740,3.91,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,female,55-74,275,7381373,3.73,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,female,25-34,75,3445649,2.18,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,female,15-24,46,2894944,1.59,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,female,5-14,7,2778922,0.25,37035
2014,Italy,Western Europe,10,10,10,10,10,8.703629827,7.25,7.976814913,male,5-14,5,2948232,0.17,37035
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,male,75+,2254,6104000,36.93,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,male,55-74,5477,16213000,33.78,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,male,35-54,5710,17365000,32.88,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,male,25-34,2131,7007000,30.41,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,male,15-24,1180,6110000,19.31,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,female,75+,1587,9761000,16.26,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,female,55-74,2512,17288000,14.53,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,female,35-54,2158,16959000,12.72,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,female,25-34,814,6734000,12.09,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,female,15-24,432,5803000,7.44,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,male,5-14,68,5596000,1.22,40328
2014,Japan,East Asia,10,10,10,10,10,8.771443922,7.52,8.145721961,female,5-14,34,5334000,0.64,40328
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,male,35-54,1082,2116035,51.13,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,male,75+,70,148578,47.11,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,male,25-34,667,1462224,45.62,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,male,55-74,343,911127,37.65,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,male,15-24,356,1377269,25.85,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,female,75+,47,325593,14.44,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,female,15-24,132,1344351,9.82,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,female,25-34,126,1490998,8.45,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,female,35-54,171,2303567,7.42,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,female,55-74,69,1263876,5.46,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,male,5-14,38,1377917,2.76,14351
2014,Kazakhstan,Caucasus & Central Asia,10,10,5,10,10,6.469997417,7.23,6.849998709,female,5-14,18,1307309,1.38,14351
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,male,75+,1090,875829,124.45,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,male,55-74,2952,4819912,61.25,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,male,35-54,4085,8631486,47.33,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,female,75+,721,1627234,44.31,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,male,25-34,1133,3662939,30.93,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,female,25-34,643,3460437,18.58,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,female,55-74,961,5173521,18.58,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,female,35-54,1506,8376722,17.98,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,male,15-24,453,3588494,12.62,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,female,15-24,257,3209671,8.01,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,male,5-14,22,2615352,0.84,29120
2014,Republic of Korea,East Asia,10,10,10,10,10,8.855440865,7.55,8.202720433,female,5-14,11,2424320,0.45,29120
2014,Kuwait,Middle East & North Africa,10,0,5,10,0,5.754312164,6.77,6.262156082,male,25-34,22,663735,3.31,43774
2014,Kuwait,Middle East & North Africa,10,0,5,10,0,5.754312164,6.77,6.262156082,male,15-24,7,270301,2.59,43774
2014,Kuwait,Middle East & North Africa,10,0,5,10,0,5.754312164,6.77,6.262156082,female,15-24,5,228222,2.19,43774
