year,country,region,pf_ss_women_fgm,pf_ss_women_inheritance,pf_movement_women,pf_identity_sex_female,pf_identity_divorce,pf_score,ef_score,hf_score,sex,age,suicides_no,population,suicides_p100k,gdp_per_capita
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,male,25-34,45,560802,8.02,37528
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,male,15-24,41,605530,6.77,37528
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,female,55-74,30,598715,5.01,37528
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,female,75+,7,220868,3.17,37528
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,female,25-34,16,559719,2.86,37528
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,female,35-54,22,899777,2.45,37528
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,female,15-24,12,583108,2.06,37528
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,male,5-14,1,712716,0.14,37528
2011,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.935494732,7.35,7.642747366,female,5-14,0,675036,0,37528
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,male,75+,664,2321431,28.6,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,male,55-74,1000,6475532,15.44,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,male,35-54,1137,9024678,12.6,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,male,25-34,316,3578660,8.83,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,male,15-24,169,3033825,5.57,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,female,75+,162,3786565,4.28,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,female,55-74,294,7136949,4.12,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,female,35-54,303,9218793,3.29,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,female,25-34,59,3576333,1.65,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,female,15-24,43,2887985,1.49,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,male,5-14,4,2864380,0.14,40210
2011,Italy,Western Europe,9.5,10,10,10,NA,8.746320087,7.22,7.983160044,female,5-14,2,2705018,0.07,40210
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,male,75+,4,49098,8.15,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,male,55-74,11,164711,6.68,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,male,35-54,14,331288,4.23,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,male,25-34,7,206750,3.39,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,male,15-24,5,274128,1.82,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,female,5-14,3,252024,1.19,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,male,5-14,3,263900,1.14,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,female,55-74,1,168398,0.59,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,female,15-24,1,262579,0.38,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,female,35-54,1,346487,0.29,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,female,25-34,0,218242,0,5552
2011,Jamaica,Latin America & the Caribbean,10,10,5,10,NA,7.000108466,7,7.000054233,female,75+,0,63432,0,5552
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,male,55-74,6858,16343000,41.96,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,male,35-54,6975,17224000,40.5,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,male,75+,2188,5570000,39.28,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,male,25-34,2404,7588000,31.68,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,male,15-24,1304,6246000,20.88,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,female,75+,1754,9092000,19.29,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,female,55-74,2883,17447000,16.52,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,female,35-54,2598,16861000,15.41,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,female,25-34,1112,7314000,15.2,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,female,15-24,616,5931000,10.39,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,male,5-14,52,5792000,0.9,50919
2011,Japan,East Asia,10,10,10,10,NA,8.896011043,7.49,8.193005522,female,5-14,22,5519000,0.4,50919
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,male,25-34,778,1344771,57.85,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,male,75+,64,119954,53.35,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,male,35-54,1062,2062451,51.49,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,male,55-74,358,831202,43.07,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,male,15-24,493,1526023,32.31,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,female,75+,44,273217,16.1,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,female,15-24,171,1514356,11.29,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,female,25-34,128,1367342,9.36,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,female,35-54,166,2253866,7.37,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,female,55-74,78,1172197,6.65,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,male,5-14,38,1218724,3.12,12969
2011,Kazakhstan,Caucasus & Central Asia,10,10,10,10,NA,6.386742943,6.97,6.678371471,female,5-14,21,1169247,1.8,12969
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,male,75+,1276,688365,185.37,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,male,55-74,3393,4177826,81.21,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,female,75+,894,1360809,65.7,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,male,35-54,4255,8696946,48.93,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,male,25-34,1384,3868804,35.77,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,female,55-74,1178,4598818,25.62,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,female,25-34,901,3682791,24.47,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,female,35-54,1694,8426582,20.1,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,male,15-24,528,3543608,14.9,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,female,15-24,347,3161440,10.98,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,male,5-14,30,2914466,1.03,25157
2011,Republic of Korea,East Asia,NA,10,10,10,NA,8.630075044,7.52,8.075037522,female,5-14,26,2677562,0.97,25157
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,female,25-34,6,354327,1.69,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,male,55-74,2,128263,1.56,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,male,15-24,4,260399,1.54,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,male,25-34,9,614348,1.46,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,female,5-14,3,230439,1.3,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,male,35-54,9,777932,1.16,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,female,35-54,4,396994,1.01,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,female,15-24,2,232768,0.86,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,male,5-14,2,242095,0.83,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,female,55-74,0,77462,0,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,female,75+,0,9934,0,46203
2011,Kuwait,Middle East & North Africa,10,2.5,0,10,NA,6.226251515,6.93,6.578125757,male,75+,0,8737,0,46203
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,male,35-54,135,603067,22.39,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,male,75+,8,37633,21.26,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,male,25-34,92,440462,20.89,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,male,55-74,36,196311,18.34,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,male,15-24,82,591049,13.87,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,female,15-24,47,580711,8.09,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,female,75+,5,65298,7.66,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,female,25-34,18,434790,4.14,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,female,35-54,24,641700,3.74,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,female,55-74,9,248599,3.62,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,male,5-14,10,525127,1.9,1273
2011,Kyrgyzstan,Caucasus & Central Asia,10,5,5,10,NA,6.190304147,6.62,6.405152073,female,5-14,5,505791,0.99,1273
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,male,75+,35,44766,78.18,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,male,55-74,99,187046,52.93,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,male,35-54,137,278936,49.12,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,male,25-34,56,142828,39.21,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,male,15-24,38,137623,27.61,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,female,75+,22,122500,17.96,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,female,55-74,21,279774,7.51,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,female,25-34,9,139013,6.47,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,female,35-54,18,302492,5.95,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,female,15-24,5,131378,3.81,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,female,5-14,0,91316,0,14447
2011,Latvia,Eastern Europe,10,10,10,10,NA,8.802701211,7.34,8.071350606,male,5-14,0,95939,0,14447
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,male,35-54,349,420391,83.02,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,male,55-74,213,262391,81.18,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,male,75+,56,74328,75.34,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,male,25-34,124,189937,65.28,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,male,15-24,74,217769,33.98,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,female,75+,38,179526,21.17,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,female,55-74,68,378929,17.95,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,female,35-54,67,460566,14.55,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,female,25-34,17,187312,9.08,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,female,15-24,10,207726,4.81,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,female,5-14,1,146411,0.68,15097
2011,Lithuania,Eastern Europe,10,10,10,10,NA,8.735453262,7.5,8.117726631,male,5-14,1,154519,0.65,15097
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,male,75+,4,12991,30.79,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,male,35-54,20,82530,24.23,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,female,75+,5,21428,23.33,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,male,55-74,7,47058,14.88,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,male,25-34,4,37499,10.67,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,female,15-24,3,30482,9.84,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,female,35-54,6,79200,7.58,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,male,15-24,2,31906,6.27,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,female,55-74,3,48023,6.25,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,female,25-34,1,37231,2.69,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,female,5-14,0,29358,0,122729
2011,Luxembourg,Western Europe,10,10,10,10,NA,9.204896204,7.48,8.342448102,male,5-14,0,31212,0,122729
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,male,35-54,9,56411,15.95,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,male,25-34,4,31295,12.78,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,male,15-24,3,28714,10.45,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,male,55-74,4,48074,8.32,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,female,15-24,0,27130,0,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,female,25-34,0,29205,0,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,female,35-54,0,54987,0,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,female,5-14,0,20542,0,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,female,55-74,0,50691,0,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,female,75+,0,17111,0,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,male,5-14,0,21524,0,23984
2011,Malta,Western Europe,10,10,10,10,NA,9.004442398,7.67,8.337221199,male,75+,0,10739,0,23984
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,male,25-34,28,101278,27.65,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,male,75+,3,12837,23.37,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,male,35-54,40,182167,21.96,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,male,15-24,13,101183,12.85,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,male,55-74,11,85760,12.83,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,female,15-24,10,99022,10.1,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,female,25-34,5,100904,4.96,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,female,55-74,3,98036,3.06,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,female,35-54,4,185299,2.16,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,female,5-14,1,90807,1.1,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,female,75+,0,22119,0,9817
2011,Mauritius,Sub-Saharan Africa,10,10,10,10,NA,8.581384302,8.05,8.315692151,male,5-14,0,93940,0,9817
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,male,75+,156,1236980,12.61,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,male,15-24,1308,11318362,11.56,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,male,25-34,1024,9792087,10.46,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,male,35-54,1326,13558864,9.78,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,male,55-74,533,5562736,9.58,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,female,15-24,439,10955599,4.01,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,female,25-34,225,9731711,2.31,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,female,35-54,222,14331297,1.55,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,female,55-74,72,5967658,1.21,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,male,5-14,140,11975964,1.17,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,female,5-14,107,11496698,0.93,10965
2011,Mexico,Latin America & the Caribbean,9.5,10,10,10,NA,6.763572718,6.68,6.721786359,female,75+,6,1727144,0.35,10965
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,male,35-54,504,2459735,20.49,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,male,75+,91,455083,20,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,male,55-74,316,1813398,17.43,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,male,25-34,138,1010996,13.65,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,female,55-74,161,1847013,8.72,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,female,35-54,210,2433362,8.63,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,male,15-24,85,1039605,8.18,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,female,25-34,63,1002441,6.28,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,female,75+,40,724633,5.52,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,female,15-24,38,1004949,3.78,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,male,5-14,3,1013127,0.3,56667
2011,Netherlands,Western Europe,9.5,10,10,10,NA,9.217586326,7.58,8.398793163,female,5-14,1,967820,0.1,56667
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,male,15-24,96,330920,29.01,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,male,25-34,70,277600,25.22,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,male,35-54,129,586950,21.98,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,male,75+,19,110720,17.16,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,male,55-74,60,399890,15,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,female,15-24,33,311490,10.59,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,female,25-34,19,288510,6.59,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,female,35-54,34,633580,5.37,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,female,75+,8,150850,5.3,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,female,55-74,19,419820,4.53,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,female,5-14,3,283270,1.06,41184
2011,New Zealand,Oceania,10,10,10,10,NA,9.193460949,8.39,8.791730475,male,5-14,3,296860,1.01,41184
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,male,25-34,82,490946,16.7,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,male,75+,7,47848,14.63,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,male,15-24,88,615256,14.3,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,male,55-74,29,208944,13.88,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,male,35-54,61,539194,11.31,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,female,15-24,54,593303,9.1,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,female,25-34,13,508442,2.56,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,female,55-74,6,250720,2.39,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,female,35-54,11,616933,1.78,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,female,5-14,9,603810,1.49,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,male,5-14,9,637235,1.41,1888
2011,Nicaragua,Latin America & the Caribbean,10,5,5,10,NA,6.737904053,7.31,7.023952027,female,75+,0,65290,0,1888
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,male,75+,36,137152,26.25,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,male,35-54,161,715422,22.5,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,male,25-34,73,326867,22.33,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,male,55-74,103,495066,20.81,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,male,15-24,58,332779,17.43,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,female,35-54,72,678645,10.61,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,female,55-74,39,499653,7.81,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,female,25-34,23,313943,7.33,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,female,15-24,20,316334,6.32,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,female,75+,6,214592,2.8,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,female,5-14,4,299327,1.34,107430
2011,Norway,Western Europe,9.5,10,10,10,NA,9.3653978,7.56,8.4626989,male,5-14,3,313520,0.96,107430
2011,Panama,Latin America & the Caribbean,NA,10,10,10,NA,7.726443475,7.13,7.428221737,male,75+,10,47764,20.94,10403
2011,Panama,Latin America & the Caribbean,NA,10,10,10,NA,7.726443475,7.13,7.428221737,male,35-54,46,452407,10.17,10403
2011,Panama,Latin America & the Caribbean,NA,10,10,10,NA,7.726443475,7.13,7.428221737,male,55-74,18,196346,9.17,10403
2011,Panama,Latin America & the Caribbean,NA,10,10,10,NA,7.726443475,7.13,7.428221737,male,15-24,29,323984,8.95,10403
2011,Panama,Latin America & the Caribbean,NA,10,10,10,NA,7.726443475,7.13,7.428221737,male,25-34,22,294852,7.46,10403
2011,Panama,Latin America & the Caribbean,NA,10,10,10,NA,7.726443475,7.13,7.428221737,female,15-24,9,314086,2.87,10403
2011,Panama,Latin America & the Caribbean,NA,10,10,10,NA,7.726443475,7.13,7.428221737,female,25-34,3,288330,1.04,10403
